PC27	&	27-Nov-08	--	1-Dec-08	&	5	\\			PC27	&	11/27/08	--	12/01/08	&	5	\\
PC28	&	3-Dec-08	--	7-Dec-08	&	5	\\			PC28	&	12/03/08	--	12/07/08	&	5	\\
PC29	&	12-Dec-08	--	20-Dec-08	&	9	\\			PC29	&	12/12/08	--	12/20/08	&	9	\\
PC30	&	25-Dec-08	--	28-Dec-08	&	4	\\			PC30	&	12/25/08	--	12/28/08	&	4	\\
PC30	&	13-Mar-09	--	17-Mar-09	&	7	\\			PC30	&	03/13/09	--	03/17/09	&	7	\\
PC31	&	23-Mar-09	--	2-Apr-09	&	11	\\			PC31	&	03/23/09	--	04/02/09	&	11	\\
PC32	&	28-Oct-09	--	1-Nov-09	&	7	\\			PC32	&	10/28/09	--	11/01/09	&	7	\\
PC33	&	4-Dec-09	--	9-Dec-09	&	6	\\			PC33	&	12/04/09	--	12/09/09	&	6	\\
PC34	&	28-Mar-10	--	31-Mar-10	&	4	\\			PC34	&	03/28/10	--	03/31/10	&	4	\\
PC35	&	1-Nov-10	--	4-Nov-10	&	4	\\			PC35	&	11/01/10	--	11/04/10	&	4	\\
PC36	&	1-Dec-10	--	4-Nov-10	&	4	\\			PC36	&	12/01/10	--	11/04/10	&	4	\\
PC37	&	14-Dec-10	--	18-Dec-10	&	5	\\			PC37	&	12/14/10	--	12/18/10	&	5	\\
PC38	&	11-Jan-11	--	20-Jan-11	&	10	\\			PC38	&	01/11/11	--	01/20/11	&	10	\\
PC39	&	28-Feb-11	--	10-Mar-11	&	11	\\			PC39	&	02/28/11	--	03/10/11	&	11	\\
PC40	&	4-Apr-11	--	7-Apr-11	&	4	\\			PC40	&	04/04/11	--	04/07/11	&	4	\\
PC41	&	2-Oct-11	--	7-Oct-11	&	6	\\			PC41	&	10/02/11	--	10/07/11	&	6	\\
PC42	&	16-Oct-11	--	20-Oct-11	&	5	\\			PC42	&	10/16/11	--	10/20/11	&	5	\\
PC43	&	23-Nov-11	--	5-Dec-11	&	13	\\			PC43	&	11/23/11	--	12/05/11	&	13	\\
PC44	&	15-Dec-11	--	22-Dec-11	&	8	\\			PC44	&	12/15/11	--	12/22/11	&	8	\\
PC45	&	26-Dec-11	--	30-Dec-11	&	5	\\			PC45	&	12/26/11	--	12/30/11	&	5	\\
PC46	&	1-Jan-12	--	9-Jan-12	&	9	\\			PC46	&	01/01/12	--	01/09/12	&	9	\\
PC47	&	26-Jan-12	--	31-Jan-12	&	6	\\			PC47	&	01/26/12	--	01/31/12	&	6	\\
PC48	&	26-Jan-13	--	30-Jan-13	&	5	\\			PC48	&	01/26/13	--	01/30/13	&	5	\\
PC49	&	27-Feb-13	--	4-Mar-13	&	6	\\			PC49	&	02/27/13	--	03/04/13	&	6	\\
PC50	&	27-Mar-13	--	30-Mar-13	&	4	\\			PC50	&	03/27/13	--	03/30/13	&	4	\\
PC51	&	5-Nov-13	--	9-Nov-13	&	5	\\			PC51	&	11/05/13	--	11/09/13	&	5	\\
PC52	&	11-Dec-13	--	15-Dec-13	&	5	\\			PC52	&	12/11/13	--	12/15/13	&	5	\\
PC53	&	23-Dec-13	--	26-Dec-13	&	4	\\			PC53	&	12/23/13	--	12/26/13	&	4	\\
PC54	&	17-Jan-14	--	20-Jan-14	&	4	\\			PC54	&	01/17/14	--	01/20/14	&	4	\\
PC55	&	15-Feb-14	--	19-Feb-14	&	5	\\			PC55	&	02/15/14	--	02/19/14	&	5	\\
PC56	&	6-Mar-14	--	10-Mar-14	&	5	\\			PC56	&	03/06/14	--	03/10/14	&	5	\\
PC57	&	26-Oct-14	--	29-Oct-14	&	4	\\			PC57	&	10/26/14	--	10/29/14	&	4	\\
PC58	&	27-Nov-14	--	30-Nov-14	&	4	\\			PC58	&	11/27/14	--	11/30/14	&	4	\\
PC59	&	6-Feb-15	--	9-Feb-15	&	5	\\			PC59	&	02/06/15	--	02/09/15	&	5	\\
PC60	&	12-Jan-16	--	19-Jan-16	&	6	\\			PC60	&	01/12/16	--	01/19/16	&	6	\\
PC61	&	3-Dec-16	--	6-Dec-16	&	4	\\			PC61	&	12/03/16	--	12/06/16	&	4	\\
PC62	&	25-Feb-17	--	28-Feb-17	&	4	\\			PC62	&	02/25/17	--	02/28/17	&	4	\\
PC63	&	19-Nov-17	--	24-Nov-17	&	6	\\			PC63	&	11/19/17	--	11/24/17	&	6	\\
PC64	&	4-Jan-18	--	9-Jan-18	&	6	\\			PC64	&	01/04/18	--	01/09/18	&	6	\\
PC65	&	22-Feb-18	--	25-Feb-18	&	4	\\			PC65	&	02/22/18	--	02/25/18	&	4	\\
PC66	&	3-Apr-18	--	7-Apr-18	&	5	\\			PC66	&	04/03/18	--	04/07/18	&	5	\\
PN1	&	5-Jan-91	--	8-Jan-91	&	4	\\			PN1	&	01/05/91	--	01/08/91	&	4	\\
PN2	&	12-Jan-91	--	19-Jan-91	&	8	\\			PN2	&	01/12/91	--	01/19/91	&	8	\\
PN3	&	1-Dec-91	--	5-Dec-91	&	5	\\			PN3	&	12/01/91	--	12/05/91	&	5	\\
PN4	&	5-Jan-92	--	10-Jan-92	&	6	\\			PN4	&	01/05/92	--	01/10/92	&	6	\\
PN5	&	15-Jan-92	--	20-Jan-92	&	6	\\			PN5	&	01/15/92	--	01/20/92	&	6	\\
PN6	&	5-Dec-95	--	10-Dec-95	&	6	\\			PN6	&	12/05/95	--	12/10/95	&	6	\\
PN7	&	1-Mar-97	--	5-Mar-97	&	5	\\			PN7	&	03/01/97	--	03/05/97	&	5	\\
PN8	&	17-Mar-97	--	23-Mar-97	&	7	\\			PN8	&	03/17/97	--	03/23/97	&	7	\\
PN9	&	20-Nov-98	--	25-Nov-98	&	6	\\			PN9	&	11/20/98	--	11/25/98	&	6	\\
PN10	&	23-Oct-99	--	3-Nov-99	&	12	\\			PN10	&	10/23/99	--	11/03/99	&	12	\\
PN11	&	17-Nov-99	--	25-Nov-99	&	9	\\			PN11	&	11/17/99	--	11/25/99	&	9	\\
PN12	&	16-Dec-99	--	20-Dec-99	&	5	\\			PN12	&	12/16/99	--	12/20/99	&	5	\\
PN13	&	21-Jan-00	--	24-Jan-00	&	4	\\			PN13	&	01/21/00	--	01/24/00	&	4	\\
PN14	&	17-Dec-00	--	22-Dec-00	&	6	\\			PN14	&	12/17/00	--	12/22/00	&	6	\\
PN15	&	4-Feb-02	--	7-Feb-02	&	4	\\			PN15	&	02/04/02	--	02/07/02	&	4	\\
PN16	&	10-Jan-04	--	20-Jan-04	&	11	\\			PN16	&	01/10/04	--	01/20/04	&	11	\\
PN17	&	20-Nov-04	--	25-Nov-04	&	6	\\			PN17	&	11/20/04	--	11/25/04	&	6	\\
PN18	&	13-Feb-05	--	22-Feb-05	&	10	\\			PN18	&	02/13/05	--	02/22/05	&	10	\\
PN19	&	10-Nov-05	--	15-Nov-05	&	6	\\			PN19	&	11/10/05	--	11/15/05	&	6	\\
PN20	&	10-Nov-06	--	14-Nov-06	&	5	\\			PN20	&	11/10/06	--	11/14/06	&	5	\\
PN21	&	12-Feb-07	--	17-Feb-07	&	6	\\			PN21	&	02/12/07	--	02/17/07	&	6	\\
PN22	&	27-Nov-07	--	2-Dec-07	&	6	\\			PN22	&	11/27/07	--	12/02/07	&	6	\\
PN23	&	2-Jan-09	--	9-Jan-09	&	6	\\			PN23	&	01/02/09	--	01/09/09	&	6	\\
PN24	&	6-Apr-09	--	11-Apr-09	&	4	\\			PN24	&	04/06/09	--	04/11/09	&	4	\\
PN25	&	6-Oct-09	--	12-Oct-09	&	5	\\			PN25	&	10/06/09	--	10/12/09	&	5	\\
PN26	&	27-Feb-10	--	12-Mar-10	&	12	\\			PN26	&	02/27/10	--	03/12/10	&	12	\\
PN27	&	25-Dec-10	--	7-Jan-11	&	12	\\			PN27	&	12/25/10	--	01/07/11	&	12	\\
PN28	&	30-Oct-11	--	4-Nov-11	&	4	\\			PN28	&	10/30/11	--	11/04/11	&	4	\\
PN29	&	7-Dec-11	--	12-Dec-11	&	4	\\			PN29	&	12/07/11	--	12/12/11	&	4	\\
PN30	&	14-Mar-12	--	21-Mar-12	&	6	\\			PN30	&	03/14/12	--	03/21/12	&	6	\\
PN31	&	2-Nov-12	--	8-Nov-12	&	5	\\			PN31	&	11/02/12	--	11/08/12	&	5	\\
PN32	&	12-Nov-12	--	22-Nov-12	&	9	\\			PN32	&	11/12/12	--	11/22/12	&	9	\\
PN33	&	14-Dec-13	--	22-Dec-13	&	7	\\			PN33	&	12/14/13	--	12/22/13	&	7	\\
PN34	&	13-Nov-14	--	19-Nov-14	&	5	\\			PN34	&	11/13/14	--	11/19/14	&	5	\\
PN35	&	15-Mar-15	--	20-Mar-15	&	4	\\			PN35	&	03/15/15	--	03/20/15	&	4	\\
PN36	&	20-Mar-15	--	25-Mar-15	&	4	\\			PN36	&	03/20/15	--	03/25/15	&	4	\\
PN37	&	3-Oct-16	--	9-Oct-16	&	5	\\			PN37	&	10/03/16	--	10/09/16	&	5	\\
PN38	&	13-Nov-16	--	19-Nov-16	&	5	\\			PN38	&	11/13/16	--	11/19/16	&	5	\\
PN39	&	18-Jan-16	--	25-Jan-16	&	6	\\			PN39	&	01/18/16	--	01/25/16	&	6	\\
PN40	&	27-Mar-17	--	3-Apr-17	&	6	\\			PN40	&	03/27/17	--	04/03/17	&	6	\\
PN41	&	9-Nov-17	--	15-Nov-17	&	5	\\			PN41	&	11/09/17	--	11/15/17	&	5	\\
PN42	&	10-Dec-17	--	15-Dec-17	&	4	\\			PN42	&	12/10/17	--	12/15/17	&	4	\\
PN43	&	28-Jan-18	--	8-Feb-18	&	10	\\			PN43	&	01/28/18	--	02/08/18	&	10	\\
PN44	&	6-Mar-18	--	13-Mar-18	&	6	\\			PN44	&	03/06/18	--	03/13/18	&	6	\\
2PS2PN	&	12-Dec-14	--	17-Dec-14	&	4	\\			2PS2PN	&	12/12/14	--	12/17/14	&	4	\\
2PC4PS	&	7-Mar-15	--	14-Mar-15	&	6	\\			2PC4PS	&	03/07/15	--	03/14/15	&	6	\\
3PC3PS	&	27-Feb-16	--	5-Mar-16	&	6	\\			3PC3PS	&	02/27/16	--	03/05/16	&	6	\\
2PC2PS	&	22-Mar-16	--	27-Mar-16	&	4	\\			2PC2PS	&	03/22/16	--	03/27/16	&	4	\\
